"","CLDN18","cMET","HER2","EGFR","TROP2"
"TCGA-VR-AA7I-01A-11R-A406-31",-1.83899751871652,9.36941109609042,5.96467676569273,7.30853729884269,9.95645954744496
"TCGA-VR-A8EO-01A-11R-A36D-31",4.88845305467322,4.58978370562567,4.69069349451853,7.56405260010718,4.96034587490786
"TCGA-RE-A7BO-01A-11R-A336-31",8.98297010637719,7.14019204777279,6.41795000433578,5.4014764108018,9.42857198843624
"TCGA-L5-A4OI-01A-11R-A36D-31",4.92528086329751,6.83319484370436,7.89539428433639,6.17306735876313,4.302630944926
"TCGA-IG-A3YA-01A-11R-A24K-31",2.46091470019905,6.2139052161116,5.44611769827097,6.81631707240195,10.5246550377331
"TCGA-R6-A8WG-01A-11R-A37I-31",1.60146281490233,6.69579443444812,6.73091041840408,4.48498202719599,8.55203885610993
"TCGA-V5-A7RC-01B-11R-A406-31",2.20057154128944,6.57875222927154,6.51338755515987,7.64946508045442,9.93004706488414
"TCGA-JY-A938-01A-11R-A37I-31",5.01966273046952,7.80779757328843,8.49034344220536,5.80967777700369,9.53562738147917
"TCGA-LN-A7HV-01A-21R-A354-31",0.338492320538372,4.83092320060794,5.44431381125336,7.56188396848188,9.7842225620414
"TCGA-L5-A8NQ-01A-11R-A36D-31",-2.32192809488736,5.06954879460926,6.26430500120023,5.90157058707942,10.2943831837028
"TCGA-IC-A6RF-01A-13R-A336-31",3.29715690416946,4.51402416192935,7.29664284068991,6.97403606493663,9.78415926846853
"TCGA-L5-A8NV-01A-11R-A37I-31",11.6359965336207,7.31477966497416,6.00497806106272,5.61128643939742,8.98225890005755
"TCGA-L5-A88T-01A-11R-A354-31",3.20660729598877,4.56091847921401,7.11305018536543,6.42806019385904,10.9770854355461
"TCGA-L5-A88W-01A-11R-A354-31",-2.32192809488736,6.52602333369265,5.19198375274994,6.91549025196623,9.32755208080102
"TCGA-L5-A8NF-01A-11R-A37I-31",12.306570280531,5.67183525773875,6.91681813182126,5.40326667935563,7.73737231027876
"TCGA-R6-A6XG-01B-11R-A336-31",12.1210802975965,7.68564839282624,6.6885745207977,4.92356437046803,7.42800693892462
"TCGA-L5-A4OH-01A-11R-A260-31",4.27258550566258,8.26645188313301,6.99332692900266,6.65673401248099,8.25620111672457
"TCGA-JY-A93C-01A-11R-A38D-31",6.59712519776804,6.69352601612634,7.35236181485508,6.1501342359618,7.03342333103467
"TCGA-IG-A3I8-01A-11R-A24K-31",-0.415017866955919,6.54727736112245,5.53592526311714,8.34180464874174,8.95205566650135
"TCGA-VR-A8EY-01A-11R-A36D-31",1.46932444251072,7.27225639579255,5.81639631924294,11.1136890853736,9.71748894761357
"TCGA-2H-A9GQ-01A-11R-A37I-31",1.49890908875934,5.16724223999572,6.9663721024227,5.27627325605484,10.7452531582378
"TCGA-VR-A8EX-01A-11R-A36D-31",0.602944554176314,5.26753728309655,7.48216751258464,6.79259344863817,11.3966437688643
"TCGA-LN-A7HY-01A-12R-A354-31",0.0455914460490415,7.01907457050563,5.73495415426825,8.22517311516836,8.64921751265097
"TCGA-ZR-A9CJ-01B-11R-A38D-31",2.70985622986781,7.41037862378599,5.53808511843788,5.49534397698898,8.84289770885295
"TCGA-R6-A6DN-01B-11R-A31P-31",2.60972546869452,10.4691994824528,6.45142909971982,6.54045753520446,8.68878101729567
"TCGA-LN-A9FP-01A-31R-A38D-31",2.68746503515832,5.50377944952513,5.63595397168659,10.3367404057667,7.24485750151983
"TCGA-IG-A7DP-01A-31R-A336-31",8.2055372340904,4.64371630862063,5.1810969831192,4.31423040714033,6.03743797221057
