"","CLDN18","cMET","HER2","EGFR","TROP2"
"TCGA-IN-A6RR",11.9885867974997,5.82206178289122,7.21690992127764,6.69019936070905,9.80226722311888
"TCGA-VQ-A8DV",7.2245348017372,5.7782282179168,5.4044534390286,4.24515564001069,5.5405736961295
"TCGA-RD-A8N0",10.0479962916138,5.18731917854104,5.07738678897609,4.76324147937506,7.09194098101051
"TCGA-IP-7968",6.54501683703404,7.66485475696618,9.20563012165273,5.86872754714629,7.2404413154315
"TCGA-BR-8371",7.43636489180874,6.28214165629696,5.13800101867966,6.46554507956863,5.96695718628006
"TCGA-CD-8524",8.98577449436167,5.15325601444157,5.88746434958011,4.89155909429118,9.41380845108146
"TCGA-F1-6875",6.60347741949296,6.14631486283575,6.79712626656193,0.680247845883582,9.11379053045439
"TCGA-RD-A8N6",6.24411152240019,5.21487268733651,6.73670046485179,5.87644064007022,7.59106654728596
"TCGA-BR-7722",11.939795456354,5.54894804633475,6.40887971826381,4.34267034375005,9.80067848444198
"TCGA-CG-4438",5.49251663183107,11.5421771300662,6.42693677496953,5.32206105178735,7.51534372224145
"TCGA-BR-8284",10.8908892465795,6.9989354229726,5.83285137501513,5.15677290151122,8.12951987621974
"TCGA-FP-7998",10.2405813593592,6.56934054791291,6.16899026568664,3.51750897785965,5.57295564001051
"TCGA-HU-A4GP",10.3425134326129,6.80233975678903,5.95018108339337,5.23133696949061,8.62261701097245
"TCGA-FP-8099",9.45235172754018,6.54756923026704,6.68462524579143,9.62727823061741,10.1778221202997
"TCGA-BR-A4J5",7.11252629303815,5.26523197068548,5.52266979225906,4.45485918755397,8.29628591857509
"TCGA-VQ-AA6J",10.7281033254358,6.58578176553289,5.94677429554526,5.33071372773481,6.3585352115046
"TCGA-BR-8373",2.70467885506339,6.70940849028095,8.02958761287865,5.46090892430907,7.2310118144007
"TCGA-CG-4460",8.30157211008401,5.3337579248245,6.12605572790888,5.04958174151103,7.99008728822894
"TCGA-HF-A5NB",7.26483292558344,4.75922103017098,7.14080170814978,4.01669029806019,5.18631394392384
"TCGA-HU-A4GD",5.10677753531965,4.99328021344675,6.44312383990003,3.6481419950035,7.19865025576234
"TCGA-KB-A93G",7.06765247046092,5.23209779127203,5.20480133535247,5.5610089409821,7.32077694587803
"TCGA-BR-7717",9.64220963212174,4.10594469967311,6.03269530893904,9.26833315864706,8.83832849202067
"TCGA-BR-8382",7.87599736780709,5.72004635859609,6.61338835938363,4.59056490510703,6.42339346034556
"TCGA-BR-7715",7.50587684951514,5.771564934475,8.44313620056768,4.48372449240303,8.26485161455999
"TCGA-R5-A7ZI",9.05977601562141,4.00512909982998,3.64097243152929,3.6602180860704,0.59120856079132
"TCGA-BR-4361",3.45698735931025,5.825293414175,5.83640772313714,5.51088592065334,2.23088478845858
"TCGA-VQ-A94O",5.4408374318955,6.92104575317623,7.48900415946332,4.11907679512091,4.51696219480591
"TCGA-VQ-A8E0",10.9183206012068,5.98865400203274,6.55893157171321,5.96874106206663,5.48355581258439
"TCGA-VQ-AA6K",5.22937979025684,6.83832329780859,6.9053553172732,4.89936446833918,7.96435317320913
"TCGA-RD-A8N5",8.89756822691232,6.79374822874815,5.58047488339949,5.08582437896188,8.1186375585301
"TCGA-HU-A4G9",12.138857960792,5.38553161697315,7.41022856064063,5.42355385774526,7.46287647060439
"TCGA-CD-8535",-0.400187406812891,5.6250966805558,5.57516933716473,5.2510506758335,9.49886760646221
"TCGA-CG-5725",2.84735592342864,5.58386217736051,6.69176616860495,2.74838182825703,5.87231415123003
"TCGA-D7-A4YX",11.2981633223232,7.41310825720756,10.2076483231449,3.1481984614219,9.27673994341039
"TCGA-VQ-A8PB",4.4805195657708,7.2613815754362,6.49076394619181,6.20989255872096,7.80564396544014
"TCGA-BR-7704",7.68007920531925,4.91811384390187,5.1848720265781,2.21629055237694,7.94335599506553
"TCGA-BR-6452",9.3110540666863,5.37649423673134,6.97021668470944,5.38282796359423,7.36715036755089
"TCGA-HU-A4GQ",1.49514889143271,7.06888987827097,6.0041241117176,6.15505271735571,3.68558313029645
"TCGA-D7-8572",1.48151757977606,5.91386224126047,6.17207613064511,5.50162989587466,8.13557141174287
"TCGA-HF-7131",11.4125793476574,7.19442940846216,5.93968270376631,4.88727677377971,7.93074117183916
"TCGA-RD-A8N9",9.50524720008587,4.72989917840278,5.89459426582283,4.93856148207245,5.54191676845656
"TCGA-R5-A7ZE",0.799961048134727,5.41415401836237,9.81479901106832,4.81985513421729,9.51513543425276
"TCGA-CD-A48A",7.71645366863517,6.41275025125868,6.57502664529159,4.17747543898736,8.67082014088405
"TCGA-HU-A4GT",7.0039830877379,5.00575841278,6.18072998371057,4.07643230507404,6.64439986466109
"TCGA-BR-8588",7.56768814175804,4.79057391668168,6.06000232908576,4.93900347552392,7.90345924868513
"TCGA-HF-7133",10.0461934928203,5.57174409690463,5.7648387264603,4.44198946635687,8.32318539371222
"TCGA-VQ-A91A",5.87166584680887,7.32855948580692,5.94371018414965,5.6638684445526,9.07525155213221
"TCGA-D7-6521",8.70363131782634,7.95447118944175,6.13309935662987,4.70856125607174,5.93773512843592
"TCGA-CD-A4MG",8.68211459917157,5.53597518716747,5.65311246632954,4.32697551815866,2.64422685783557
"TCGA-HU-A4G8",7.36814462839184,5.05655452888338,6.91963566477881,4.76600718311724,5.20451287745284
"TCGA-BR-7707",6.97445079130549,5.64062868396061,6.52345901762699,3.53258089107868,8.57111935502819
"TCGA-VQ-A8P8",9.60382251514437,6.17911795655786,6.34159638555398,5.0254769060054,7.95376290115674
"TCGA-CD-A489",-1.21212937228247,5.94802665829438,6.78884820407612,5.83813523023484,8.1400093612186
"TCGA-CG-5719",10.6732613286122,5.86243612452443,7.23586044463691,4.15383974044427,8.53115708160315
"TCGA-VQ-A8PM",9.08295565284802,5.93610969555137,7.37895186426515,4.24097312757474,5.88916752612385
"TCGA-IN-A6RO",3.63226686230277,6.75873916946169,11.3725164983898,4.98221879697214,7.51701151450736
"TCGA-VQ-A91E",9.76355998663552,5.95692212561729,6.85866941029453,5.46243059262775,7.84981334490598
"TCGA-VQ-A91V",9.257991921977,7.50105211077627,7.28405511719738,6.27215186196502,8.52735979322845
"TCGA-3M-AB46",4.58872933770292,4.85502924015198,6.39201266182468,4.02928235100678,8.48375456744309
"TCGA-FP-A4BF",4.06230991972093,6.11569176012092,5.40957089478299,9.36304631343214,7.0834946255751
"TCGA-HU-8608",11.2185126176924,6.39986725972309,5.62347891293494,3.06290691038309,6.9435121901231
"TCGA-BR-8366",10.045073878012,7.68480401527689,5.92948984169392,5.99420888575693,9.36128367887098
"TCGA-BR-4257",9.58636477929553,6.81584344917513,5.3933383607185,5.41560143979237,8.42989395602796
"TCGA-BR-6707",10.9725476557715,4.75703293681585,5.47992503760553,1.90372099043779,8.98482955934073
"TCGA-VQ-A8P5",8.77041194820498,7.03167242774423,12.2203781182593,4.36793328673042,9.15831508215576
"TCGA-BR-8297",9.53554672436983,5.62308540706624,5.71634339277615,5.95229057700585,6.75251123250246
"TCGA-IN-A6RI",11.0973582504246,4.26738467794181,6.32356481735112,4.9540184768048,7.79402934665169
"TCGA-BR-8590",10.5029242567683,6.3639989488704,7.77520174217896,5.39135350467389,8.603873195347
"TCGA-CD-8530",9.44394818322269,5.50712540978868,5.15300277457123,4.73602203508765,7.20732474305336
"TCGA-BR-A4J4",5.4262956682536,7.38250567413673,12.2935225308618,7.69829289565255,9.15063002974798
"TCGA-SW-A7EA",7.92549476825917,7.58813753708797,5.83636165253886,5.22486252254919,9.44464092159328
"TCGA-CG-4442",9.54713469572117,8.87265019051615,6.27026527288341,5.10229988700271,8.04928788367166
"TCGA-F1-6874",11.4674167408084,6.53784800830415,6.86386150054621,5.87144130313122,8.84643103170893
"TCGA-MX-A5UJ",8.17066547743468,4.92007655547833,6.64030061430233,4.31231010574391,5.56776084414875
"TCGA-BR-4367",10.4523132611881,7.56274845889065,5.87091679300893,5.25075998151018,8.31105057316948
"TCGA-KB-A6F7",10.4454430078263,5.16806919112986,6.30809147555035,5.19351252692991,9.2910006605492
"TCGA-FP-7735",7.91456544832244,5.3858842747597,9.48976398323399,4.57863717551643,9.18343717082078
"TCGA-CD-A487",-0.949669649755694,5.20418745040134,6.1977959195558,3.42153096889421,7.90194736908644
"TCGA-D7-6822",4.8041910427685,6.10104547147762,6.70390997024603,3.27919078194023,9.5325113397314
"TCGA-BR-7901",10.6079156865244,5.78068865665511,6.62946615772593,5.15693141593188,9.8145853338709
"TCGA-VQ-A8E3",8.39492794309548,7.56415386693361,6.6775044120949,6.44227750559548,7.67265262148785
"TCGA-BR-8286",11.0211521794702,7.03043399006048,6.46577473270705,4.98383427298112,8.15877174663749
"TCGA-D7-6528",6.0755863584224,7.18440415431661,6.01344795234353,5.65277733205133,8.64655607463555
"TCGA-BR-6852",5.65364645104452,4.96802637402592,6.48073714950267,4.17449785242554,7.21184654291075
"TCGA-FP-8211",10.2861968205823,5.76367157170544,6.56771728092672,5.49544952901115,10.2059497283427
"TCGA-IN-A7NT",-0.620351616944788,6.7366524563606,6.10894878160371,7.03809212749714,10.6257041614549
"TCGA-D7-6526",6.11944901112565,10.8299713742045,8.32018093239931,5.17237030769655,8.91949742935782
"TCGA-CG-5732",9.80068255384094,4.75241318715841,6.82581896919154,3.32157145963804,8.02525639995518
"TCGA-BR-7851",0.332799857746789,5.77519005531676,6.88384735592498,5.7311395522902,3.28963731003029
"TCGA-BR-8295",9.13499404136906,4.79792454544412,4.81706584593731,3.34539646178257,8.25954460871035
"TCGA-VQ-A8PF",11.467760664817,5.79873373228862,6.12671114414608,4.13401758987044,8.61957527333125
"TCGA-FP-7829",5.60811826060361,5.72894265769862,6.51872818571921,5.68308085039395,7.37378903288248
"TCGA-CG-5722",9.11805424646703,3.77304066010824,6.9705088634586,3.82737378263042,7.97513978407472
"TCGA-BR-8486",5.22766016252629,6.04307843328927,7.3855161478672,4.93217224756668,7.12100670546629
"TCGA-CD-8534",7.85865784983555,5.11335726866627,6.92021533453284,6.12792524815615,6.66879284718549
"TCGA-CD-8526",4.41936736771682,5.19128843041623,6.12943580620609,4.94440726462188,7.63770960363692
"TCGA-CD-5799",10.8543374090892,5.85344566411378,12.0431859306853,3.96126367367171,8.10509275610208
"TCGA-BR-4369",3.29535828171134,6.31514648569003,8.20066242705305,9.60844817490691,4.82260768020546
"TCGA-BR-4366",9.62257022538,6.36960091268477,7.08054479314034,5.32833122842927,7.4297134827563
"TCGA-CD-5813",2.32231237680651,4.79607172532535,5.16033447485099,4.55251655794766,8.18894100829298
"TCGA-CG-4462",9.66855130865717,6.37037381173795,6.53610509098555,5.32368364540097,7.55701080531111
"TCGA-HU-A4GC",10.6665171924375,6.26304370954432,6.38209727828014,5.65714162026546,9.60519958769213
"TCGA-CG-4477",7.69483278239434,6.2574267055798,5.80679818209376,4.42671359393382,8.19345268901406
"TCGA-VQ-A8DT",10.4401288194173,5.96960258591695,6.73733800151971,5.43925692194129,9.21803893205016
"TCGA-CG-4444",1.30253846094811,6.32534360026183,6.63659052432267,5.19371901989569,6.95335243520731
"TCGA-KB-A93H",5.02101867441256,6.07483996064518,5.568896448109,10.3374170704594,0.997998297058693
"TCGA-HU-A4G2",11.1854318182861,5.42990650002281,5.5601288139857,3.07986384280747,8.77273921974292
"TCGA-RD-A7BW",6.33902859314036,5.17220572454459,5.32723378876569,6.19268246796088,7.85777303574721
"TCGA-BR-A4QL",1.95701524601281,4.43489626393211,5.76622972105,4.14561788489534,2.42637804247721
"TCGA-D7-5578",5.99851341799027,5.83275110467707,6.10850939507284,4.56951964202282,7.26197381648679
"TCGA-CD-8532",11.854625966034,5.1501743988663,6.348750140334,4.82878078447105,9.77152495740909
"TCGA-VQ-A8PQ",8.56011489217016,6.43561592624331,6.12362616781137,5.65110928732142,7.70717770212319
"TCGA-MX-A5UG",7.13501292063407,6.13292043576508,6.44074499553962,5.86884500285223,7.28894376037948
"TCGA-HU-A4H4",8.77799219386509,5.91978060080227,6.01236109092254,5.10631665479485,8.60266958402942
"TCGA-B7-A5TK",8.75694751479792,7.06515248919714,4.93526484427157,4.69641533774523,9.1283865447416
"TCGA-HU-A4GJ",9.03659763940756,4.00312053948096,4.54932565508631,3.26510182298189,5.8697461868566
"TCGA-CG-5718",7.91408410088982,4.93352397558155,6.19361967286618,3.89822115423019,8.38201733421436
"TCGA-RD-A8MW",-0.246613752187951,4.67510825409384,5.49493666260758,3.36915106625065,5.71610568787588
"TCGA-HU-8610",10.2555870933421,5.04665682813644,6.59475731981354,4.35597862550977,9.40026376578175
"TCGA-RD-A8N4",3.88909218460706,2.76585585953389,4.87537074837631,5.29057710992835,6.59587932002032
